Path,Model,Accuracy,Fuzzy Accuracy,Jaccard Accuracy,Vending Machine Type,Correct,Incorrect,Fuzzy Correct,Fuzzy Incorrect,Brand Matrix,Parametrized
../photosv2/drinks2.png,GPT-4,0.5,0.6428571428571429,0.45,correctBrands1,"{'Lone Star', 'Pabst Blue Ribbon', 'Guinness', '7UP', 'Cutwater', 'Aunt Sally', 'Unknown'}","{'Mango Mosaic', 'Poland Spring', 'Cutwater', 'Hanalei Island', 'Coca Cola'}","{'Lone Star', 'Pabst Blue Ribbon', 'Guinness', 'Mango Mosaic', '7UP', 'Cutwater', 'Aunt Sally', 'Coca Cola', 'Unknown'}","{'Poland Spring', 'Cutwater', 'Hanalei Island'}","[['Coca-Cola', '7UP', 'Unknown', 'Pabst Blue Ribbon', 'Cutwater', 'House Wine'], ['Aunt Sally', 'Guinness', 'Lone Star', 'Unknown', 'Mango Cart', 'Boylan'], ['Schweppes', 'Schweppes', 'Canada Dry', 'Red Bull', 'S.Pellegrino', ""Dr. Brown's""]]",True
../photosv2/Jasons_Water.png,GPT-4,0.1,0.2,0.1538461538461538,correctBrands11,"{'Poland Spring', 'Liquid Death'}","{'Fiji', 'Aquafina', 'Liquid Death', 'Voss', 'Propel', 'Poland Spring', 'Smart Water', 'Life Water', 'Action'}","{'Poland Spring', 'Fiji', 'Liquid Death', 'Action'}","{'Fiji', 'Aquafina', 'Liquid Death', 'Voss', 'Propel', 'Poland Spring', 'Smart Water', 'Life Water'}","[['FIJI', 'Unknown', 'Liquid Death', 'Poland Spring', 'Poland Spring', 'Poland Spring'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'FIJI', 'FIJI', 'Unknown', 'Unknown'], ['Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring', 'Unknown', 'Unknown']]",True
../photosv2/711_Juice.png,GPT-4,0.0892857142857142,0.1071428571428571,0.1818181818181818,correctBrands7,{'Unknown'},"{'ITO EN', 'Yerba Mate', 'Liquid Death', 'Pure Leaf', 'Minute Made', 'Arnold Palmer', 'Arizona', 'Unknwon'}","{'Unknown', 'Unknwon'}","{'ITO EN', 'Yerba Mate', 'Liquid Death', 'Pure Leaf', 'Minute Made', 'Arnold Palmer', 'Arizona'}","[['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'YERBA MATE', 'YERBA MATE', 'YERBA MATE', 'YERBA MATE'], ['ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN'], ['PURE LEAF', 'PURE LEAF', 'PURE LEAF', 'PURE LEAF', 'PURE LEAF', 'PURE LEAF'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']]",True
../photosv2/711_Beer.png,GPT-4,0.24,0.36,0.3684210526315789,correctBrands6,"{'Bud Light', 'Great Lakes', 'Unknown', 'Blue Point', 'Budweiser'}","{'Bud Light', 'Juice Bomb IPA', 'Lagunitas', 'Brooklyn Brewery', 'Great Lakes', 'Blue Point', 'Budweiser'}","{'Bud Light', 'Brooklyn Brewery', 'Great Lakes', 'Unknown', 'Blue Point', 'Budweiser'}","{'Bud Light', 'Juice Bomb IPA', 'Lagunitas', 'Great Lakes', 'Blue Point'}","[['Blue Point', 'Unknown', 'Unknown', 'Brooklyn Lager'], ['Unknown', 'Lagunitas Maximus', 'Great Lakes', 'Allagash White'], ['Budweiser', 'Bud Light Lime', 'Bud Light Platinum', 'Bud Light'], ['Budweiser', 'Bud Light', 'Pabst Blue Ribbon', 'Pabst Blue Ribbon'], ['Natural Light', 'Natural Light', 'Natural Light', 'Natural Light'], ['Busch Light', 'Busch Light', 'Busch Light', 'Busch Light'], ['Bud Light', 'Bud Light', 'Bud Light', 'Bud Light'], ['Miller Lite', 'Miller Lite', 'Miller Lite', 'Miller Lite'], [""Milwaukee's Best Ice"", ""Milwaukee's Best Ice"", ""Milwaukee's Best Ice"", ""Milwaukee's Best Ice""], ['High Life', 'High Life', 'High Life', 'High Life']]",True
../photosv2/IMG_2623.png,GPT-4,0.5277777777777778,0.6388888888888888,0.3333333333333333,correctBrands2,"{'Gatorade', 'Starbucks', 'Pure Leaf'}","{'Dole', 'Lipton', 'Starbucks'}","{'Dole', 'Gatorade', 'Starbucks', 'Pure Leaf'}","{'Dole', 'Lipton', 'Starbucks'}","[['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Starbucks', 'Starbucks', 'Starbucks'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Snapple', 'Snapple', 'Snapple', 'Snapple', 'Lemonade', 'Lemonade', 'Snapple', 'Snapple'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR']]",True
../photosv2/Jasons_Beer.png,GPT-4,0.4,0.4,0.625,correctBrands10,"{'Angry Orchard', 'Sierra Nevada', 'Unknown'}","{'Fat Tire', 'Sierra Nevada', 'Unknown', 'Voodoo Ranger'}","{'Angry Orchard', 'Sierra Nevada', 'Unknown'}","{'Fat Tire', 'Sierra Nevada', 'Unknown', 'Voodoo Ranger'}","[['Unknown', 'Angry Orchard', 'Angry Orchard', 'Angry Orchard'], ['Unknown', 'Fat Tire', 'Voodoo Ranger', 'Unknown'], ['Sierra Nevada', 'Sierra Nevada', 'Sierra Nevada', 'Unknown'], ['Unknown', 'Heineken', 'Yuengling', 'Samuel Adams']]",True
../photosv2/711_Sodas_Stickers.png,GPT-4,0.1636363636363636,0.2545454545454545,0.25,correctBrands8,"{'Sprite', 'Pepsi', 'Mountain Dew', 'A&W'}","{'Minute Made', 'Liquid Death', 'Coca Cola', 'Canada Dry', 'Mountain Dew', 'Starry', 'Unknown', 'A&W'}","{'Sprite', 'Coca Cola', 'Mountain Dew', 'Pepsi', 'A&W'}","{'Minute Made', 'Liquid Death', 'Coca Cola', 'Canada Dry', 'Mountain Dew', 'Starry', 'Unknown', 'A&W'}","[['Sprite', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Pepsi', 'Pepsi'], ['A&W', 'Dasani', 'Mountain Dew', 'Mountain Dew', 'Mountain Dew', 'Sierra Mist'], ['Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi'], ['Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola'], ['Coca-Cola', 'Fanta', 'Minute Maid', 'Coca-Cola', 'Dr Pepper', 'Coca-Cola'], ['Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Coca-Cola']]",False
../photosv2/711_Sodas.png,GPT-4,0.3673469387755102,0.6326530612244898,0.5,correctBrands9,"{'Gatorade', 'Replenish'}","{'Unknown', 'Gatorade', 'Body Armor'}","{'Body Armor', 'Gatorade', 'Replenish'}","{'Unknown', 'Gatorade', 'Body Armor'}","[['Gatorade Zero', 'Gatorade Zero', 'Gatorade Zero', 'Electrolit', 'Electrolit', 'Electrolit'], ['BodyArmor', 'BodyArmor', 'BodyArmor', 'BodyArmor', 'Unknown', 'Unknown'], ['Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade']]",False
../photosv2/drinks2.png,GPT-4,0.6428571428571429,0.7857142857142857,0.4090909090909091,correctBrands1,"{'Guinness', 'Mango Mosaic', 'Boylan', 'Poland Spring', 'Pabst Blue Ribbon', 'Aunt Sally', 'Unknown', '7UP', 'House Wine'}","{'Coca Cola', 'Cutwater', 'Lone Star', 'Hanalei Island'}","{'Guinness', 'Lone Star', 'Mango Mosaic', 'Boylan', 'Coca Cola', 'Poland Spring', 'Pabst Blue Ribbon', 'Aunt Sally', 'Unknown', '7UP', 'House Wine'}","{'Cutwater', 'Hanalei Island'}","[['Coca-Cola', '7UP', 'Unknown', 'Pabst Blue Ribbon', 'Bloody Mary', 'Fugu Vodka Mule', 'House Wine'], ['Aunt Sally', 'Guinness', 'Lone Star Beer', 'Unknown', 'Mango Mosaic', 'Poland Spring', 'Boylan'], ['Schweppes', 'Schweppes', 'Canada Dry', 'Red Bull', 'S.Pellegrino', 'Unknown', 'Red Stripe']]",False
../photosv2/711_Sodas_Stickers.png,GPT-4,0.1454545454545454,0.2545454545454545,0.25,correctBrands8,"{'Sprite', 'A&W', 'Pepsi', 'Mountain Dew'}","{'Coca Cola', 'Unknown', 'Mountain Dew', 'Pepsi', 'Starry', 'Minute Made', 'Canada Dry', 'Liquid Death', 'A&W'}","{'Coca Cola', 'Mountain Dew', 'Pepsi', 'Sprite', 'A&W'}","{'Coca Cola', 'Unknown', 'Mountain Dew', 'Starry', 'Minute Made', 'Canada Dry', 'Liquid Death', 'A&W'}","[['Sprite', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Pepsi', 'Pepsi'], ['A&W', 'Dasani', 'Mountain Dew', 'Mountain Dew', 'Mountain Dew', 'Sierra Mist'], ['Mountain Dew', 'Pepsi', 'Dasani', 'Pepsi', 'Pepsi', 'Pepsi'], ['Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola'], ['Coca-Cola', 'Fanta', 'Lemonade', 'Coca-Cola', 'Dr Pepper', 'Coca-Cola'], ['Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Coca-Cola']]",False
../photosv2/711_Sodas.png,GPT-4,0.4081632653061224,0.6326530612244898,0.4285714285714285,correctBrands9,"{'Gatorade', 'Unknown', 'Electrolit'}","{'Gatorade', 'Unknown', 'Replenish', 'Body Armor'}","{'Gatorade', 'Unknown', 'Electrolit', 'Body Armor'}","{'Gatorade', 'Unknown', 'Replenish', 'Body Armor'}","[['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Electrolit', 'Electrolit', 'Electrolit'], ['BodyArmor', 'BodyArmor', 'BodyArmor', 'BodyArmor', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade']]",False
../photosv2/drinks2.png,GPT-4,0.6428571428571429,0.7857142857142857,0.4090909090909091,correctBrands1,"{'7UP', 'Guinness', 'House Wine', 'Unknown', 'Boylan', 'Mango Mosaic', 'Poland Spring', 'Pabst Blue Ribbon', 'Aunt Sally'}","{'Coca Cola', 'Cutwater', 'Lone Star', 'Hanalei Island'}","{'7UP', 'Guinness', 'House Wine', 'Coca Cola', 'Unknown', 'Boylan', 'Mango Mosaic', 'Poland Spring', 'Pabst Blue Ribbon', 'Aunt Sally', 'Lone Star'}","{'Hanalei Island', 'Cutwater'}","[['Coca-Cola', '7UP', 'Unknown', 'Pabst Blue Ribbon', 'Bloody Mary', 'Fugu Vodka Mule', 'House Wine'], ['Aunt Sally', 'Guinness', 'Lone Star Beer', 'Unknown', 'Mango Mosaic', 'Poland Spring', 'Boylan'], ['Schweppes', 'Schweppes', 'Canada Dry', 'Red Bull', 'S.Pellegrino', 'Unknown', 'Red Stripe']]",False
../photosv2/Jasons_Water.png,GPT-4,0.1,0.3,0.1176470588235294,correctBrands11,"{'Poland Spring', 'Liquid Death'}","{'Propel', 'Action', 'Aquafina', 'Voss', 'Smart Water', 'Fiji', 'Liquid Death', 'Path', 'Life Water'}","{'Smart Water', 'Fiji', 'Poland Spring', 'Liquid Death', 'Path'}","{'Propel', 'Action', 'Aquafina', 'Voss', 'Smart Water', 'Fiji', 'Liquid Death', 'Life Water'}","[['FIJI', 'Unknown', 'Liquid Death', 'Poland Spring', 'Poland Spring'], ['Unknown', 'Unknown', 'Unknown', 'Poland Spring', 'LIFEWTR', 'Smartwater', 'PATH'], ['Unknown', 'Unknown', 'Unknown', 'Poland Spring', 'FIJI', 'FIJI', 'ACTIPH'], ['Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring', 'Poland Spring']]",False
../photosv2/711_Juice.png,GPT-4,0.3035714285714285,0.3035714285714285,0.3,correctBrands7,"{'ITO EN', 'Pure Leaf', 'Unknown'}","{'Yerba Mate', 'Unknown', 'Arizona', 'Minute Made', 'Arnold Palmer', 'Liquid Death', 'Unknwon'}","{'ITO EN', 'Pure Leaf', 'Unknown'}","{'Yerba Mate', 'Unknown', 'Arizona', 'Minute Made', 'Arnold Palmer', 'Liquid Death', 'Unknwon'}","[['Unknown', 'Unknown', 'Guayaki', 'Guayaki', 'Guayaki', 'Guayaki', 'Guayaki'], ['ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']]",False
../photosv2/711_Beer.png,GPT-4,0.36,0.48,0.4117647058823529,correctBrands6,"{'Budweiser', 'Unknown', 'Bud Light', 'Blue Point', 'Great Lakes', 'Lagunitas'}","{'Budweiser', 'Bud Light', 'Juice Bomb IPA', 'Allagash White', 'Brooklyn Brewery'}","{'Budweiser', 'Unknown', 'Bud Light', 'Blue Point', 'Great Lakes', 'Brooklyn Brewery', 'Lagunitas'}","{'Juice Bomb IPA', 'Bud Light', 'Allagash White'}","[['Blue Point', 'Unknown', 'Unknown', 'Brooklyn Lager'], ['Blue Point', 'Lagunitas', 'Great Lakes', 'Great Lakes', 'Allagash'], ['Budweiser', 'Bud Light Lime', 'Bud Light Platinum', 'Bud Light'], ['Budweiser', 'Bud Light', 'Pabst Blue Ribbon', 'Pabst Blue Ribbon'], ['Natural Ice', 'Natural Ice', ""Milwaukee's Best Ice"", ""Milwaukee's Best Ice"", 'High Life', 'High Life']]",False
../photosv2/IMG_2623.png,GPT-4,0.5555555555555556,0.6666666666666666,0.3,correctBrands2,"{'Gatorade', 'Starbucks', 'Pure Leaf'}","{'Dole', 'Starbucks', 'Lipton'}","{'Dole', 'Starbucks', 'Pure Leaf', 'Gatorade'}","{'Dole', 'Starbucks', 'Lipton'}","[['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Starbucks', 'Starbucks', 'Unknown', 'Unknown'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Snapple', 'Snapple', 'Snapple', 'Snapple', 'Lemonade', 'Lemonade', 'Snapple', 'Snapple', 'Snapple'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'Aquafina', 'Aquafina', 'Aquafina', 'Aquafina', 'Aquafina']]",False
../photosv2/Jasons_Beer.png,GPT-4,0.4666666666666667,0.4666666666666667,0.625,correctBrands10,"{'Voodoo Ranger', 'Sierra Nevada', 'Unknown', 'Angry Orchard'}","{'Fat Tire', 'Voodoo Ranger', 'Sierra Nevada', 'Unknown'}","{'Voodoo Ranger', 'Sierra Nevada', 'Unknown', 'Angry Orchard'}","{'Fat Tire', 'Voodoo Ranger', 'Sierra Nevada', 'Unknown'}","[['Unknown', 'Angry Orchard', 'Angry Orchard', 'Angry Orchard'], ['Unknown', 'Fat Tire', 'Voodoo Ranger', 'Voodoo Ranger'], ['Sierra Nevada', 'Sierra Nevada', 'Sierra Nevada', 'Unknown'], ['Unknown', 'Unknown', 'Yuengling', 'Samuel Adams', 'Peroni']]",False
../photosv2/711_Sodas_Stickers.png,GPT-4,0.1454545454545454,0.2545454545454545,0.3529411764705882,correctBrands8,"{'Sprite', 'A&W', 'Pepsi', 'Mountain Dew'}","{'Coca Cola', 'Unknown', 'Mountain Dew', 'Pepsi', 'Starry', 'Minute Made', 'Canada Dry', 'Liquid Death', 'A&W'}","{'Coca Cola', 'Mountain Dew', 'Pepsi', 'Sprite', 'A&W'}","{'Coca Cola', 'Unknown', 'Mountain Dew', 'Starry', 'Minute Made', 'Canada Dry', 'Liquid Death', 'A&W'}","[['Sprite', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Unknown'], ['A&W', 'Dasani', 'Mountain Dew', 'Mountain Dew', 'Mountain Dew', 'Canada Dry'], ['Mountain Dew', 'Pepsi', 'Diet Pepsi', 'Pepsi', 'Pepsi', 'Pepsi'], ['Coca-Cola', 'Coca-Cola', 'Diet Coke', 'Diet Coke', 'Coca-Cola', 'Coca-Cola'], ['Coca-Cola', 'Fanta', 'Minute Maid', 'Diet Coke', 'Dr Pepper', 'Coca-Cola'], ['Mountain Dew', 'Pepsi', 'Diet Pepsi', 'Pepsi', 'Pepsi', 'Coca-Cola'], ['Mountain Dew', 'Pepsi', 'Diet Pepsi', 'Pepsi', 'Pepsi', 'Coca-Cola']]",True
../photosv2/711_Sodas.png,GPT-4,0.3673469387755102,0.5102040816326531,0.5,correctBrands9,"{'Gatorade', 'Replenish'}","{'Gatorade', 'Unknown', 'Body Armor'}","{'Gatorade', 'Replenish', 'Body Armor'}","{'Gatorade', 'Unknown', 'Body Armor'}","[['Gatorade Zero', 'Gatorade Zero', 'Gatorade Zero', 'Electrolit', 'Electrolit', 'Electrolit'], ['BodyArmor', 'BodyArmor', 'BodyArmor', 'BodyArmor', 'Unknown', 'Unknown'], ['Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish'], ['Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Powerade', 'Powerade', 'Powerade', 'Powerade', 'Powerade', 'Gatorade']]",True
../photosv2/drinks2.png,GPT-4,0.6428571428571429,0.7142857142857143,0.5263157894736842,correctBrands1,"{'Guinness', '7UP', 'Unknown', 'Boylan', 'Mango Mosaic', 'Poland Spring', 'Pabst Blue Ribbon', 'Aunt Sally', 'Lone Star'}","{'Coca Cola', 'Cutwater', 'Hanalei Island'}","{'7UP', 'Guinness', 'Coca Cola', 'Unknown', 'Boylan', 'Mango Mosaic', 'Poland Spring', 'Pabst Blue Ribbon', 'Aunt Sally', 'Lone Star'}","{'Hanalei Island', 'Cutwater'}","[['Coca-Cola', '7UP', 'Unknown', 'Pabst Blue Ribbon', 'Unknown', 'House Wine'], ['Aunt Sally', 'Guinness', 'Lone Star', 'Unknown', 'Mango Mosaic', 'Poland Spring', 'Boylan'], ['Schweppes', 'Schweppes', 'Canada Dry', 'Red Bull', 'S.Pellegrino', 'Unknown', 'Red Stripe']]",True
../photosv2/Jasons_Water.png,GPT-4,0.15,0.3,0.1333333333333333,correctBrands11,"{'Poland Spring', 'Liquid Death'}","{'Propel', 'Action', 'Aquafina', 'Voss', 'Smart Water', 'Fiji', 'Liquid Death', 'Life Water'}","{'Action', 'Smart Water', 'Fiji', 'Poland Spring', 'Liquid Death'}","{'Propel', 'Aquafina', 'Voss', 'Smart Water', 'Fiji', 'Liquid Death', 'Life Water'}","[['FIJI', 'Unknown', 'Liquid Death', 'Poland Spring', 'Poland Spring', 'Poland Spring'], ['Unknown', 'Unknown', 'Unknown', 'Poland Spring', 'LIFEWTR', 'Smartwater'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'FIJI', 'FIJI', 'Unknown', 'Unknown', 'Unknown'], ['Poland Spring', 'Poland Spring', 'Poland Spring', 'Unknown', 'Unknown', 'Unknown']]",True
../photosv2/711_Juice.png,GPT-4,0.2678571428571428,0.2678571428571428,0.3,correctBrands7,"{'ITO EN', 'Pure Leaf', 'Unknown'}","{'Yerba Mate', 'Unknown', 'Arizona', 'Minute Made', 'Arnold Palmer', 'Liquid Death', 'Unknwon'}","{'ITO EN', 'Pure Leaf', 'Unknown'}","{'Yerba Mate', 'Unknown', 'Arizona', 'Minute Made', 'Arnold Palmer', 'Liquid Death', 'Unknwon'}","[['Unknown', 'Unknown', 'Guayaki', 'Guayaki', 'Guayaki', 'Guayaki'], ['ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN', 'ITO EN'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown'], ['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']]",True
../photosv2/711_Beer.png,GPT-4,0.16,0.2,0.35,correctBrands6,"{'Budweiser', 'Blue Point', 'Unknown', 'Bud Light'}","{'Budweiser', 'Bud Light', 'Juice Bomb IPA', 'Blue Point', 'Great Lakes', 'Brooklyn Brewery', 'Lagunitas'}","{'Budweiser', 'Unknown', 'Bud Light', 'Blue Point', 'Brooklyn Brewery'}","{'Budweiser', 'Bud Light', 'Juice Bomb IPA', 'Blue Point', 'Great Lakes', 'Lagunitas'}","[['Blue Point', 'Unknown', 'Unknown', 'Brooklyn Lager'], ['Toasted Lager', 'Blueberry Ale', ""Bell's Two Hearted Ale"", 'Allagash White'], ['Toasted Lager', 'Lagunitas Maximus', 'Great Lakes', 'Allagash White'], ['Budweiser', 'Bud Light Lime', 'Bud Light Platinum', 'Bud Light'], ['Budweiser', 'Bud Light Lime', 'Bud Light Platinum', 'Bud Light'], ['Budweiser', 'Bud Light', 'Bud Light', 'Pabst Blue Ribbon'], ['Budweiser', 'Bud Light', 'Bud Light', 'Pabst Blue Ribbon'], ['Natural Light', 'Natural Light', 'Natural Light', 'Pabst Blue Ribbon'], [""Milwaukee's Best Ice"", ""Milwaukee's Best Ice"", ""Milwaukee's Best Ice"", 'High Life'], [""Milwaukee's Best Ice"", ""Milwaukee's Best Ice"", ""Milwaukee's Best Ice"", 'High Life']]",True
../photosv2/IMG_2623.png,GPT-4,0.5277777777777778,0.6388888888888888,0.3,correctBrands2,"{'Gatorade', 'Starbucks', 'Pure Leaf'}","{'Dole', 'Starbucks', 'Lipton'}","{'Dole', 'Starbucks', 'Pure Leaf', 'Gatorade'}","{'Dole', 'Starbucks', 'Lipton'}","[['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Starbucks', 'Starbucks', 'Starbucks'], ['Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf', 'Pure Leaf'], ['Snapple', 'Snapple', 'Snapple', 'Snapple', 'Lemonade', 'Lemonade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'LIFEWTR', 'Aquafina', 'Aquafina', 'Aquafina', 'Aquafina']]",True
../photosv2/Jasons_Beer.png,GPT-4,0.3333333333333333,0.3333333333333333,0.7142857142857143,correctBrands10,"{'Sierra Nevada', 'Unknown', 'Angry Orchard'}","{'Fat Tire', 'Voodoo Ranger', 'Unknown'}","{'Sierra Nevada', 'Unknown', 'Angry Orchard'}","{'Fat Tire', 'Voodoo Ranger', 'Unknown'}","[['Unknown', 'Angry Orchard', 'Angry Orchard'], ['Unknown', 'Fat Tire', 'Voodoo Ranger'], ['Sierra Nevada', 'Sierra Nevada', 'Sierra Nevada'], ['Unknown', 'Heineken', 'Yuengling']]",True
../photosv2/711_Sodas_Stickers.png,GPT-4,0.1454545454545454,0.2545454545454545,0.25,correctBrands8,"{'Sprite', 'A&W', 'Pepsi', 'Mountain Dew'}","{'Pepsi', 'Mountain Dew', 'Liquid Death', 'Coca Cola', 'Starry', 'Canada Dry', 'Unknown', 'A&W', 'Minute Made'}","{'Pepsi', 'Mountain Dew', 'Sprite', 'Coca Cola', 'A&W'}","{'Mountain Dew', 'Liquid Death', 'Coca Cola', 'Starry', 'Canada Dry', 'Unknown', 'A&W', 'Minute Made'}","[['Sprite', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Pepsi', 'Pepsi'], ['A&W', 'Dasani', 'Mountain Dew', 'Mountain Dew', 'Mountain Dew', 'Sierra Mist'], ['Mountain Dew', 'Pepsi', 'Dasani', 'Pepsi', 'Pepsi', 'Pepsi'], ['Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola', 'Coca-Cola'], ['Coca-Cola', 'Fanta', 'Minute Maid', 'Coca-Cola', 'Dr Pepper', 'Coca-Cola'], ['Mountain Dew', 'Pepsi', 'Pepsi', 'Pepsi', 'Pepsi', 'Coca-Cola']]",False
../photosv2/711_Sodas.png,GPT-4,0.5306122448979592,0.6326530612244898,0.5714285714285714,correctBrands9,"{'Gatorade', 'Replenish'}","{'Gatorade', 'Unknown', 'Body Armor'}","{'Gatorade', 'Body Armor', 'Replenish'}","{'Gatorade', 'Unknown', 'Body Armor'}","[['Gatorade', 'Gatorade', 'Gatorade', 'Electrolit', 'Electrolit', 'Electrolit'], ['BodyArmor', 'BodyArmor', 'BodyArmor', 'BodyArmor', 'Unknown', 'Unknown'], ['Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish', 'Replenish'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade'], ['Powerade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade', 'Gatorade']]",False
